# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 11 07:45:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
Kepler-660 b,Kepler-660,1,1,2016,0,9.27358194,0.00001178,-0.00001178,0,0.075900,,,0,7.13000,,,0,0.000000,,,0,44.09,1.69,-1.62,0,649,,,0,,4779.00,44.67,-49.24,0,0.71,0.03,-0.04,0,0.75,0.04,-0.05,0,4.61,0.03,-0.03,0,568.4310000,9.0630000,-8.7880000
Kepler-661 b,Kepler-661,1,1,2016,0,6.02930132,0.00000536,-0.00000536,0,0.058500,,,0,9.64000,,,0,0.000000,,,0,45.53,2.49,-2.35,0,678,,,0,,4483.00,56.76,-57.11,0,0.67,0.03,-0.04,0,0.70,0.03,-0.04,0,4.64,0.02,-0.03,0,534.7880000,10.0550000,-9.6970000
Kepler-662 b,Kepler-662,1,1,2016,0,21.67697486,0.00006711,-0.00006711,0,0.140800,,,0,5.39000,,,0,0.000000,,,0,23.82,1.51,-1.41,0,530,,,0,,4897.00,52.49,-59.98,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,4.60,0.02,-0.04,0,815.6370000,21.6475000,-21.6475000
Kepler-663 b,Kepler-663,1,1,2016,0,4.99678284,0.00001448,-0.00001448,0,0.055900,,,0,7.27000,,,0,0.000000,,,0,167.98,14.01,-12.77,0,917,,,0,,5264.00,90.56,-127.67,0,0.82,0.06,-0.04,0,0.86,0.04,-0.04,0,4.55,0.03,-0.07,0,1063.0900000,35.3500000,-33.1800000
Kepler-664 b,Kepler-664,1,1,2016,0,2.52559332,0.00000367,-0.00000367,0,0.037400,,,0,7.56000,,,0,0.000000,,,0,652.43,55.22,-50.24,0,1406,,,0,,5754.00,73.56,-86.08,0,1.02,0.26,-0.10,0,1.01,0.06,-0.05,0,4.43,0.08,-0.18,0,1210.1200000,43.1000000,-40.2800000
Kepler-665 b,Kepler-665,1,1,2016,0,16.01310205,0.00004308,-0.00004308,0,0.114800,,,0,7.27000,,,0,0.000000,,,0,20.72,1.06,-1.01,0,593,,,0,,4913.00,93.83,-86.97,0,0.74,0.03,-0.04,0,0.79,0.04,-0.04,0,4.60,0.02,-0.04,0,612.8380000,12.0660000,-11.6160000
Kepler-666 b,Kepler-666,1,1,2016,0,4.49876092,0.00001769,-0.00001769,0,0.054200,,,0,6.35000,,,0,0.000000,,,0,575.64,51.44,-46.35,0,1133,,,0,,5887.00,164.92,-179.03,0,1.05,0.25,-0.12,0,1.03,0.09,-0.08,0,4.41,0.09,-0.17,0,1508.7100000,59.3300000,-55.0700000
Kepler-667 b,Kepler-667,1,1,2016,0,41.43962808,0.00008183,-0.00008183,0,0.228800,,,0,20.10000,,,0,0.000000,,,0,71.82,10.28,-8.67,0,516,,,0,,5327.00,53.04,-70.39,0,0.87,0.07,-0.05,0,0.91,0.04,-0.04,0,4.53,0.04,-0.09,0,2302.4500000,154.2700000,-136.4000000
Kepler-668 b,Kepler-668,1,1,2016,0,8.35390639,0.00001695,-0.00001695,0,0.076800,,,0,7.75000,,,0,0.000000,,,0,77.62,4.24,-3.99,0,790,,,0,,5352.00,60.59,-60.88,0,0.82,0.06,-0.05,0,0.87,0.04,-0.05,0,4.55,0.03,-0.07,0,784.6180000,17.0680000,-16.3690000
Kepler-669 b,Kepler-669,1,1,2016,0,4.12554687,0.00000310,-0.00000310,0,0.052900,,,0,20.80000,,,0,0.000000,,,0,826.76,140.37,-116.33,0,1243,,,0,,6038.00,97.84,-109.18,0,1.20,0.32,-0.13,0,1.15,0.10,-0.07,0,4.34,0.09,-0.18,0,2063.4100000,147.4300000,-129.4000000
Kepler-67 b,Kepler-67,1,1,2013,0,15.72590000,0.00011000,-0.00011000,0,0.117100,0.001500,-0.001500,0,8.96000,,,0,0.000000,,,0,34.20,4.84,-4.12,0,602,,,0,G9 V,5331.00,63.00,-63.00,0,0.78,0.03,-0.03,0,0.86,0.03,-0.03,0,4.59,0.02,-0.02,0,1131.1900000,70.6300000,-62.9200000
Kepler-670 b,Kepler-670,1,1,2016,0,2.81650485,0.00000015,-0.00000015,0,0.038300,,,0,,,,,0.000000,,,0,528.22,28.38,-26.70,0,1219,,,0,,5709.00,89.42,-134.39,0,0.99,0.22,-0.09,0,0.99,0.05,-0.06,0,4.44,0.07,-0.17,0,939.7440000,18.2500000,-17.5800000
Kepler-671 b,Kepler-671,1,1,2016,0,4.28095859,0.00000648,-0.00000648,0,0.050300,,,0,7.70000,,,0,0.000000,,,0,331.44,30.43,-27.48,0,1012,,,0,,5624.00,74.83,-91.38,0,0.95,0.17,-0.07,0,0.97,0.05,-0.04,0,4.47,0.05,-0.15,0,1168.2600000,43.8100000,-40.8000000
Kepler-672 b,Kepler-672,1,1,2016,0,38.37746230,0.00015550,-0.00015550,0,0.216300,,,0,6.80000,,,0,0.000000,,,0,16.36,1.01,-0.95,0,529,,,0,,5627.00,75.47,-79.72,0,0.92,0.11,-0.06,0,0.95,0.04,-0.05,0,4.50,0.05,-0.11,0,1033.9300000,21.7950000,-21.7950000
Kepler-673 b,Kepler-673,1,1,2016,0,3.72873109,0.00000093,-0.00000093,0,0.045500,,,0,34.80000,,,0,0.000000,,,0,253.46,16.93,-15.71,0,1023,,,0,,5355.00,60.40,-71.68,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,4.54,0.04,-0.09,0,918.2100000,22.2540000,-21.2420000
Kepler-674 b,Kepler-674,1,1,2016,0,2.24338185,0.00000272,-0.00000272,0,0.028000,,,0,3.50000,,,0,0.000000,,,0,146.51,4.50,-4.38,0,822,,,0,,4192.00,40.95,-42.83,0,0.57,0.03,-0.02,0,0.60,0.04,-0.04,0,4.69,0.01,-0.02,0,342.2540000,3.2930000,-3.2320000
Kepler-675 b,Kepler-675,1,1,2016,0,2.33743801,0.00000207,-0.00000207,0,0.032500,,,0,6.53000,,,0,0.000000,,,0,308.55,16.78,-15.85,0,1070,,,0,,4945.00,69.87,-70.99,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,4.60,0.03,-0.04,0,665.6800000,13.6185000,-13.6185000
Kepler-676 b,Kepler-676,1,1,2016,0,11.59822172,0.00001399,-0.00001399,0,0.079800,,,0,9.48000,,,0,0.000000,,,0,8.24,0.85,-0.78,0,396,,,0,,3701.00,39.31,-40.14,0,0.49,0.02,-0.03,0,0.51,0.02,-0.03,0,4.77,0.03,-0.02,0,295.1960000,2.8065000,-2.8065000
Kepler-677 b,Kepler-677,1,1,2016,0,6.57531678,0.00000369,-0.00000369,0,0.067000,,,0,25.00000,,,0,0.000000,,,0,683.27,80.99,-70.27,0,1015,,,0,,5723.00,68.82,-87.95,0,0.99,0.21,-0.08,0,1.00,0.05,-0.05,0,4.45,0.06,-0.16,0,1954.0800000,109.2100000,-98.4500000
Kepler-678 b,Kepler-678,1,1,2016,0,7.27503724,0.00000427,-0.00000427,0,0.073200,,,0,23.10000,,,0,0.000000,,,0,113.64,75.31,-28.97,0,833,,,0,,5520.00,72.95,-108.11,0,0.91,0.12,-0.06,0,0.94,0.04,-0.05,0,4.50,0.05,-0.12,0,1826.1500000,85.2500000,-78.1000000
Kepler-679 b,Kepler-679,1,1,2016,0,12.39358604,0.00003829,-0.00003829,0,0.098300,,,0,9.32000,,,0,0.000000,,,0,56.00,4.09,-3.78,0,677,,,0,,5403.00,97.13,-105.75,0,0.84,0.07,-0.06,0,0.87,0.05,-0.05,0,4.54,0.04,-0.09,0,922.2440000,25.3970000,-24.0940000
Kepler-68 b,Kepler-68,2,3,2013,0,5.39880000,,,0,0.061700,0.000560,-0.000560,0,7.65000,1.37000,-1.32000,0,0.000000,,,0,439.92,9.36,-9.17,0,1280,90,-90,0,,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,4.26,0.10,-0.06,0,144.1660000,0.4360000,-0.4340000
Kepler-68 c,Kepler-68,2,3,2013,0,9.60510000,,,0,0.090590,0.000820,-0.000820,0,2.04000,1.72000,-1.78000,0,0.000000,,,0,204.48,4.35,-4.26,0,941,,,0,,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,4.26,0.10,-0.06,0,144.1660000,0.4360000,-0.4340000
Kepler-68 d,Kepler-68,2,3,2013,0,634.60000000,4.10000000,-3.70000000,0,1.400000,0.030000,-0.030000,0,267.00000,16.00000,-16.00000,0,0.112000,0.035000,-0.034000,0,,,,,,,,,,5875.23,113.48,-162.41,0,1.26,0.06,-0.08,0,1.06,0.13,-0.14,0,4.26,0.10,-0.06,0,144.1660000,0.4360000,-0.4340000
Kepler-680 b,Kepler-680,1,1,2016,0,3.68992629,0.00000943,-0.00000943,0,0.046900,,,0,6.44000,,,0,0.000000,,,0,706.62,65.25,-58.88,0,1147,,,0,,5890.00,77.37,-99.20,0,1.11,0.38,-0.11,0,1.08,0.10,-0.06,0,4.38,0.08,-0.22,0,1492.4800000,54.7900000,-51.1200000
Kepler-681 b,Kepler-681,1,1,2016,0,26.39435646,0.00006078,-0.00006078,0,0.163500,,,0,9.69000,,,0,0.000000,,,0,14.15,0.66,-0.62,0,489,,,0,,5021.00,63.80,-62.09,0,0.76,0.03,-0.04,0,0.80,0.04,-0.05,0,4.58,0.03,-0.04,0,686.9230000,11.2270000,-10.8780000
Kepler-682 b,Kepler-682,1,1,2016,0,12.61190667,0.00000646,-0.00000646,0,0.105800,,,0,42.60000,,,0,0.000000,,,0,306.10,34.77,-30.37,0,753,,,0,,5559.00,84.63,-82.16,0,0.89,0.09,-0.06,0,0.92,0.04,-0.05,0,4.51,0.04,-0.10,0,1979.2500000,104.8500000,-95.0000000
Kepler-683 b,Kepler-683,1,1,2016,0,2.53918318,0.00000511,-0.00000511,0,0.035500,,,0,4.54000,,,0,0.000000,,,0,702.28,49.60,-45.84,0,1332,,,0,,5703.00,140.91,-149.37,0,0.95,0.16,-0.08,0,0.96,0.06,-0.06,0,4.47,0.06,-0.13,0,1023.0700000,30.1905000,-30.1905000
Kepler-684 b,Kepler-684,1,1,2016,0,6.77030201,0.00000886,-0.00000886,0,0.064000,,,0,11.20000,,,0,0.000000,,,0,102.87,53.88,-21.24,0,812,,,0,,5493.00,123.67,-118.74,0,0.86,0.08,-0.07,0,0.89,0.06,-0.06,0,4.53,0.05,-0.09,0,1731.2700000,89.3450000,-89.3450000
Kepler-685 b,Kepler-685,1,1,2016,0,1.62552220,0.00000015,-0.00000015,0,0.026500,,,0,78.80000,,,0,0.000000,,,0,1137.12,89.00,-81.36,0,1579,,,0,,5963.00,94.44,-126.15,0,1.16,0.34,-0.13,0,1.11,0.11,-0.07,0,4.36,0.09,-0.19,0,938.7150000,30.9340000,-30.9340000
Kepler-686 b,Kepler-686,1,1,2016,0,1.59474546,0.00000011,-0.00000011,0,0.025800,,,0,,,,,0.000000,,,0,2132.90,230.18,-203.85,0,1539,,,0,,5649.00,155.14,-112.79,0,0.92,0.15,-0.08,0,0.94,0.06,-0.06,0,4.49,0.06,-0.13,0,1490.9400000,67.8100000,-62.2600000
Kepler-687 b,Kepler-687,1,1,2016,0,20.50586978,0.00002828,-0.00002828,0,0.132600,,,0,12.20000,,,0,0.000000,,,0,15.65,0.76,-0.73,0,518,,,0,,4841.00,93.00,-63.99,0,0.73,0.03,-0.04,0,0.77,0.04,-0.04,0,4.60,0.03,-0.04,0,633.6600000,11.6760000,-11.2670000
Kepler-688 b,Kepler-688,1,1,2016,0,3.89593684,0.00000080,-0.00000080,0,0.046000,,,0,68.70000,,,0,0.000000,,,0,458.91,51.74,-45.68,0,1005,,,0,,5715.00,152.52,-199.21,0,0.96,0.17,-0.09,0,0.98,0.07,-0.07,0,4.47,0.06,-0.14,0,1357.7500000,61.6200000,-56.5800000
Kepler-689 b,Kepler-689,1,1,2016,0,22.36656079,0.00009811,-0.00009811,0,0.144900,,,0,8.70000,,,0,0.000000,,,0,35.34,3.66,-3.25,0,536,,,0,,5518.00,122.70,-162.69,0,0.88,0.10,-0.07,0,0.91,0.05,-0.06,0,4.51,0.05,-0.10,0,1131.7300000,50.5600000,-46.4700000
Kepler-69 b,Kepler-69,1,2,2013,0,13.72234100,0.00003500,-0.00003600,0,0.094000,0.023000,-0.016000,0,5.65000,,,0,0.160000,0.170000,-0.001000,0,123.52,4.04,-3.90,0,779,50,-51,0,G4 V,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,4.40,0.15,-0.15,0,730.6250000,7.6555000,-7.6555000
Kepler-69 c,Kepler-69,1,2,2013,0,242.46130000,0.00590000,-0.00640000,0,0.640000,0.150000,-0.110000,0,3.57000,,,0,0.140000,0.180000,-0.100000,0,2.69,0.09,-0.09,0,299,19,-20,0,G4 V,5638.00,168.00,-168.00,0,0.93,0.18,-0.12,0,0.81,0.09,-0.08,0,4.40,0.15,-0.15,0,730.6250000,7.6555000,-7.6555000
Kepler-690 b,Kepler-690,1,1,2016,0,7.74809437,0.00000763,-0.00000763,0,0.081000,,,0,29.60000,,,0,0.000000,,,0,225.70,35.96,-29.99,0,964,,,0,,5913.00,87.61,-115.89,0,1.16,0.36,-0.14,0,1.11,0.10,-0.06,0,4.35,0.10,-0.20,0,1665.3100000,116.0400000,-102.0700000
Kepler-691 b,Kepler-691,1,1,2016,0,8.11437900,0.00001125,-0.00001125,0,0.064900,,,0,5.02000,,,0,0.000000,,,0,12.99,1.34,-1.23,0,460,,,0,,3715.00,37.37,-36.77,0,0.50,0.02,-0.02,0,0.53,0.02,-0.02,0,4.76,0.02,-0.02,0,279.1150000,3.4340000,-3.3530000
Kepler-692 b,Kepler-692,1,1,2016,0,21.81293494,0.00007140,-0.00007140,0,0.149500,,,0,9.85000,,,0,0.000000,,,0,28.50,2.42,-2.21,0,639,,,0,,5440.00,157.76,-162.00,0,0.86,0.10,-0.06,0,0.90,0.05,-0.05,0,4.53,0.04,-0.10,0,991.3360000,34.3540000,-32.1630000
Kepler-693 b,Kepler-693,2,1,2016,0,15.37563332,0.00001072,-0.00001072,0,0.112100,,,0,73.80000,,,0,0.000000,,,0,31.64,3.89,-3.40,0,600,,,0,,4881.00,78.78,-77.41,0,0.72,0.04,-0.04,0,0.76,0.04,-0.05,0,4.61,0.03,-0.04,0,1151.5100000,57.1300000,-52.0600000
Kepler-694 b,Kepler-694,1,1,2016,0,6.36584161,0.00000810,-0.00000810,0,0.065900,,,0,8.25000,,,0,0.000000,,,0,206.44,14.16,-13.11,0,914,,,0,,5700.00,110.52,-116.69,0,0.95,0.14,-0.07,0,0.97,0.05,-0.06,0,4.47,0.05,-0.12,0,1023.0600000,30.3600000,-28.6800000
Kepler-695 b,Kepler-695,1,1,2016,0,3.04033042,0.00000030,-0.00000030,0,0.037400,,,0,62.30000,,,0,0.000000,,,0,499.06,29.50,-27.58,0,1021,,,0,,5181.00,199.46,-197.86,0,0.80,0.06,-0.05,0,0.84,0.05,-0.05,0,4.57,0.04,-0.06,0,842.9470000,21.5290000,-20.5010000
Kepler-696 b,Kepler-696,1,1,2016,0,4.19042557,0.00000160,-0.00000160,0,0.053500,,,0,31.30000,,,0,0.000000,,,0,607.52,56.13,-50.52,0,1234,,,0,,5903.00,106.82,-160.15,0,1.08,0.29,-0.12,0,1.06,0.08,-0.07,0,4.39,0.09,-0.18,0,1416.4400000,55.6350000,-55.6350000
Kepler-697 b,Kepler-697,1,1,2016,0,3.70987065,0.00000305,-0.00000305,0,0.047100,,,0,16.00000,,,0,0.000000,,,0,472.24,41.78,-37.74,0,1151,,,0,,5513.00,113.01,-134.25,0,0.88,0.12,-0.07,0,0.92,0.05,-0.06,0,4.52,0.05,-0.12,0,1277.3300000,49.5500000,-46.0300000
Kepler-698 b,Kepler-698,1,1,2016,0,16.32976218,0.00003512,-0.00003512,0,0.125500,,,0,13.10000,,,0,0.000000,,,0,172.56,20.37,-17.77,0,727,,,0,,5612.00,128.36,-116.05,0,0.91,0.11,-0.07,0,0.94,0.05,-0.06,0,4.50,0.05,-0.11,0,1995.5700000,107.0000000,-96.8400000
Kepler-7 b,Kepler-7,1,1,2009,0,4.88548920,0.00000090,-0.00000090,0,0.060670,0.000590,-0.000590,0,140.16303,13.66669,-13.34886,0,0.000000,,,0,1375.11,66.52,-63.04,0,1630,10,-10,0,,5933.00,44.00,-44.00,0,1.97,0.01,-0.01,0,1.36,0.03,-0.03,0,3.98,0.10,-0.10,0,922.5620000,20.6050000,-19.7390000
Kepler-700 b,Kepler-700,1,1,2016,0,80.87206390,0.00017270,-0.00017270,0,0.357700,,,0,30.00000,,,0,0.000000,,,0,12.07,1.08,-0.98,0,452,,,0,,5692.00,77.65,-115.63,0,0.96,0.15,-0.07,0,0.98,0.04,-0.05,0,4.47,0.06,-0.13,0,1491.7600000,60.5100000,-56.0500000
Kepler-701 b,Kepler-701,1,1,2016,0,10.35533177,0.00002064,-0.00002064,0,0.089500,,,0,8.45000,,,0,0.000000,,,0,75.62,3.51,-3.34,0,777,,,0,,5343.00,73.58,-88.55,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,4.54,0.04,-0.08,0,774.1520000,13.3790000,-12.9410000
Kepler-702 b,Kepler-702,1,1,2016,0,10.52629406,0.00000190,-0.00000190,0,0.088000,,,0,61.80000,,,0,0.000000,,,0,88.91,6.44,-5.94,0,713,,,0,,5419.00,122.25,-143.80,0,0.86,0.08,-0.05,0,0.90,0.05,-0.05,0,4.53,0.04,-0.08,0,992.0710000,29.1865000,-29.1865000
Kepler-703 b,Kepler-703,1,1,2016,0,4.58352176,0.00000173,-0.00000173,0,0.053500,,,0,51.10000,,,0,0.000000,,,0,373.11,35.24,-31.54,0,1038,,,0,,6185.00,197.61,-248.39,0,1.27,0.57,-0.21,0,1.18,0.20,-0.12,0,4.29,0.13,-0.25,0,1156.8300000,48.8900000,-45.1400000
Kepler-704 b,Kepler-704,1,1,2016,0,3.76182115,0.00001161,-0.00001161,0,0.047000,,,0,7.32000,,,0,0.000000,,,0,514.12,45.89,-41.50,0,1121,,,0,,5616.00,77.94,-102.76,0,0.96,0.22,-0.08,0,0.97,0.04,-0.05,0,4.46,0.06,-0.18,0,1228.8300000,45.6800000,-42.5700000
Kepler-705 b,Kepler-705,1,1,2016,0,56.05605380,0.00024860,-0.00024860,0,0.232000,0.003700,-0.002200,0,5.10000,,,0,0.000000,,,0,0.73,0.09,-0.07,0,265,21,-21,0,,3722.00,29.96,-32.88,0,0.51,0.01,-0.02,0,0.53,0.02,-0.02,0,4.75,0.01,-0.01,0,276.8810000,3.8580000,-3.7550000
Kepler-706 b,Kepler-706,1,1,2016,0,41.40831347,0.00000696,-0.00000696,0,0.216200,,,0,,,,,0.000000,,,0,15.01,0.87,-0.82,0,453,,,0,,5394.00,78.15,-107.67,0,0.84,0.08,-0.06,0,0.87,0.04,-0.05,0,4.54,0.04,-0.09,0,886.6670000,19.6340000,-19.6340000
Kepler-707 b,Kepler-707,1,1,2016,0,2.23749275,0.00000468,-0.00000468,0,0.032500,,,0,2.33000,,,0,0.000000,,,0,336.67,10.81,-10.44,0,1160,,,0,,5099.00,81.84,-69.76,0,0.76,0.04,-0.06,0,0.80,0.04,-0.05,0,4.58,0.04,-0.05,0,591.7760000,7.0520000,-6.8920000
Kepler-708 b,Kepler-708,1,1,2016,0,3.16789194,0.00000384,-0.00000384,0,0.042600,,,0,8.91000,,,0,0.000000,,,0,684.76,69.91,-62.24,0,1221,,,0,,5692.00,138.46,-151.78,0,0.96,0.21,-0.09,0,0.97,0.06,-0.06,0,4.47,0.07,-0.17,0,1394.2200000,58.4350000,-58.4350000
Kepler-709 b,Kepler-709,1,1,2016,0,16.08524954,0.00002644,-0.00002644,0,0.117300,,,0,8.85000,,,0,0.000000,,,0,28.22,1.35,-1.29,0,613,,,0,,5071.00,83.59,-83.42,0,0.77,0.04,-0.05,0,0.80,0.04,-0.05,0,4.58,0.03,-0.05,0,664.8430000,11.7390000,-11.7390000
Kepler-710 b,Kepler-710,1,1,2016,0,4.34728553,0.00000834,-0.00000834,0,0.052400,,,0,4.19000,,,0,0.000000,,,0,710.87,53.44,-49.14,0,1174,,,0,,5611.00,156.89,-127.02,0,0.91,0.12,-0.07,0,0.94,0.06,-0.06,0,4.50,0.05,-0.11,0,1448.3400000,43.6100000,-43.6100000
Kepler-711 b,Kepler-711,1,1,2016,0,23.58914398,0.00006647,-0.00006647,0,0.142900,,,0,11.50000,,,0,0.000000,,,0,15.57,0.71,-0.68,0,487,,,0,,5222.00,236.98,-219.60,0,0.80,0.08,-0.06,0,0.84,0.06,-0.06,0,4.56,0.04,-0.07,0,624.5750000,11.3270000,-10.9370000
Kepler-712 b,Kepler-712,1,2,2016,0,21.02247699,0.00004431,-0.00004431,0,0.137800,,,0,11.50000,,,0,0.000000,,,0,15.80,1.47,-1.32,0,521,,,0,,5148.00,83.48,-78.09,0,0.78,0.02,-0.02,0,0.84,0.03,-0.04,0,4.58,0.02,-0.02,0,872.4930000,32.5410000,-32.5410000
Kepler-712 c,Kepler-712,1,2,2016,0,226.89047000,0.00109600,-0.00109600,0,0.673200,,,0,21.00000,,,0,0.000000,,,0,0.66,0.06,-0.06,0,236,,,0,,5148.00,83.48,-78.09,0,0.78,0.02,-0.02,0,0.84,0.03,-0.04,0,4.58,0.02,-0.02,0,872.4930000,32.5410000,-32.5410000
Kepler-713 b,Kepler-713,1,1,2016,0,7.41114100,0.00001344,-0.00001344,0,0.074800,,,0,6.71000,,,0,0.000000,,,0,228.28,16.01,-14.76,0,905,,,0,,5785.00,265.49,-233.97,0,0.99,0.20,-0.12,0,0.98,0.11,-0.08,0,4.44,0.09,-0.13,0,1089.8700000,32.8100000,-30.9800000
Kepler-714 b,Kepler-714,1,1,2016,0,8.09888799,0.00000219,-0.00000219,0,0.083200,,,0,67.60000,,,0,0.000000,,,0,484.01,50.77,-44.95,0,986,,,0,,5995.00,106.70,-117.06,0,1.12,0.29,-0.12,0,1.09,0.08,-0.07,0,4.37,0.08,-0.18,0,2083.3700000,98.4400000,-90.1100000
Kepler-715 b,Kepler-715,1,1,2016,0,10.00652995,0.00001932,-0.00001932,0,0.093300,,,0,13.50000,,,0,0.000000,,,0,181.41,15.66,-14.26,0,876,,,0,,5871.00,99.55,-97.10,0,1.04,0.23,-0.10,0,1.04,0.06,-0.06,0,4.42,0.07,-0.16,0,1327.4400000,48.9600000,-45.6600000
Kepler-716 b,Kepler-716,1,2,2016,0,10.37168453,0.00001449,-0.00001449,0,0.087300,,,0,8.75000,,,0,0.000000,,,0,42.49,1.66,-1.59,0,720,,,0,,5099.00,52.72,-72.75,0,0.78,0.04,-0.04,0,0.83,0.04,-0.04,0,4.58,0.03,-0.05,0,635.0090000,8.8950010,-8.6570000
Kepler-716 c,Kepler-716,1,2,2020,0,3.96999000,,,0,0.046000,,,0,2.52000,,,0,0.000000,,,0,229.37,41.51,-50.30,0,992,,,0,,5012.00,122.00,-122.00,0,0.74,,,0,0.83,,,0,4.62,,,0,635.0090000,8.8950010,-8.6570000
Kepler-717 b,Kepler-717,1,1,2016,0,4.40840023,0.00001493,-0.00001493,0,0.052000,,,0,6.44000,,,0,0.000000,,,0,398.00,359.33,-131.06,0,1139,,,0,,5485.00,120.85,-81.84,0,0.85,0.09,-0.06,0,0.88,0.05,-0.05,0,4.53,0.05,-0.10,0,2805.4800000,310.6350000,-310.6350000
Kepler-718 b,Kepler-718,1,1,2016,0,2.05234990,0.00000015,-0.00000015,0,0.032200,,,0,41600.00000,,,0,0.000000,,,0,1324.20,110.76,-100.36,0,1497,,,0,,6191.00,307.31,-307.12,0,1.30,0.55,-0.25,0,1.18,0.23,-0.14,0,4.28,0.14,-0.23,0,1302.3300000,48.4600000,-45.1600000
